H|FIS PREPAID|STDFISACCTBAL|11062025|01302025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1137|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0280615006135|1109890093|Null|OTC2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1137|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0280615006135|1109890093|Null|FOD2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1137|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0280615006135|1109890093|Null|CMB2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1137|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0280615006135|1109890093|Null|REW2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1137|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0280615006135|1109890093|Null|CSH2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1336|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0313511298330|1109890085|Null|OTC2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1336|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0313511298330|1109890085|Null|FOD2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1336|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0313511298330|1109890085|Null|CMB2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1336|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0313511298330|1109890085|Null|REW2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1336|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0313511298330|1109890085|Null|CSH2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1439|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0303114776434|1109890091|Null|OTC2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1439|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0303114776434|1109890091|Null|FOD2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1439|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0303114776434|1109890091|Null|CMB2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1439|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0303114776434|1109890091|Null|REW2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************1439|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0303114776434|1109890091|Null|CSH2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3286|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0062134975281|1109890077|Null|OTC2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3286|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0062134975281|1109890077|Null|FOD2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3286|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0062134975281|1109890077|Null|CMB2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3286|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0062134975281|1109890077|Null|REW2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3286|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0062134975281|1109890077|Null|CSH2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3290|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0064533230292|1109890088|Null|OTC2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3290|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0064533230292|1109890088|Null|FOD2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3290|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0064533230292|1109890088|Null|CMB2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3290|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0064533230292|1109890088|Null|REW2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3290|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0064533230292|1109890088|Null|CSH2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3485|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0095031267483|1109890081|Null|OTC2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3485|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0095031267483|1109890081|Null|FOD2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3485|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0095031267483|1109890081|Null|CMB2100|ACTIVE|11032025|12312030|11032025|
D|1431777|Morse UAT Test Client|650463|MVB Bank|************3485|0|100.0000|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100.0000|1|0|0|100.0000|1|100.0000|USD|840|0095031267483|1109890081|Null|REW2100|ACTIVE|11032025|12312030|11032025|
